gender,senior_citizen,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,total_charges,churn_value,cltv,under_30,married,number_of_dependents,satisfaction_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,4674.4,0,4883,No,No,0,4,No,0,46,27.97,Fiber Optic,22,No,Yes,Yes,101.1,0.0,0,1286.62,5961.0199999999995
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1737.45,0,4649,No,No,0,4,No,0,21,49.05,Fiber Optic,9,No,Yes,Yes,84.1,0.0,0,1030.05,2767.5
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,0,5617,Yes,No,0,4,No,0,1,29.13,Cable,51,No,No,Yes,50.1,0.0,0,29.13,79.23
Female,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1797.75,0,4591,Yes,Yes,0,5,Yes,7,25,37.1,Fiber Optic,82,No,No,Yes,74.6,0.0,0,927.5,2725.25
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5498.8,0,4640,No,Yes,0,3,Yes,3,51,29.4,Fiber Optic,21,No,Yes,No,106.8,0.0,140,1499.3999999999999,7138.2
Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,4845.4,0,5928,No,Yes,0,3,Yes,2,57,10.05,DSL,16,Yes,Yes,Yes,84.5,0.0,0,572.85,5418.25
Female,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6096.9,0,4592,Yes,Yes,0,3,Yes,9,72,16.05,Cable,46,Yes,Yes,Yes,83.7,0.0,0,1155.6000000000001,7252.5
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),2684.35,0,5530,Yes,Yes,0,5,Yes,10,28,33.57,Fiber Optic,52,No,No,Yes,96.6,0.0,0,939.96,3624.31
Male,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),6994.8,0,4226,No,Yes,2,3,Yes,10,70,49.67,Fiber Optic,19,Yes,No,Yes,101.1,0.0,0,3476.9,10471.7
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,5483.9,0,5061,No,Yes,0,3,No,0,59,19.14,Fiber Optic,13,Yes,No,No,94.05,0.0,30,1129.26,6643.16
Female,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,4985.9,0,4684,No,Yes,0,4,Yes,6,62,13.32,Cable,22,Yes,Yes,Yes,81.0,0.0,0,825.84,5811.74
Female,No,No,Yes,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,1258.35,0,4870,No,No,0,4,No,0,21,7.41,DSL,51,Yes,No,Yes,60.25,0.0,0,155.61,1413.96
Female,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.4,0,3796,Yes,No,0,5,No,0,2,15.25,DSL,82,No,Yes,Yes,60.85,0.0,0,30.5,141.9
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,0,5684,No,No,0,5,No,0,1,45.59,DSL,5,No,No,Yes,43.95,0.0,0,45.59,89.54
Male,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,308.1,0,3653,No,No,0,5,No,0,4,44.36,Fiber Optic,20,No,Yes,Yes,86.05,0.0,0,177.44,485.54
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),7550.3,0,4680,No,Yes,0,3,Yes,5,72,28.5,Fiber Optic,5,No,No,Yes,102.65,0.0,0,2052.0,9602.3
Male,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),6707.15,0,6412,No,Yes,0,4,Yes,2,71,1.23,Fiber Optic,9,Yes,No,Yes,95.5,0.0,0,87.33,6794.48
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4164.4,0,4625,No,Yes,0,3,Yes,9,50,46.49,DSL,11,Yes,Yes,Yes,84.15,0.0,0,2324.5,6488.9
Male,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,5873.75,0,4478,No,Yes,1,3,Yes,3,56,42.16,Fiber Optic,19,Yes,Yes,Yes,103.2,0.0,0,2360.96,8234.71
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.25,0,4697,No,No,0,4,No,0,2,6.34,Cable,28,Yes,No,No,50.2,0.0,10,12.68,131.93
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8564.75,0,6124,No,Yes,0,3,Yes,4,71,6.19,Fiber Optic,9,Yes,Yes,Yes,116.25,0.0,0,439.49,9004.24
Female,No,No,No,No phone service,No,No,No,No,No,Month-to-month,Yes,Electronic check,926.2,0,4761,No,No,0,5,No,0,29,0.0,Cable,59,Yes,No,Yes,31.2,0.0,0,0.0,926.2
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5956.85,0,4753,No,Yes,0,4,Yes,4,71,15.12,DSL,30,Yes,Yes,Yes,84.2,0.0,0,1073.52,7030.370000000001
Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4824.45,0,6500,No,Yes,0,3,Yes,8,56,31.68,DSL,30,Yes,No,Yes,85.65,0.0,0,1774.08,6598.53
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,4264.6,0,5956,Yes,Yes,0,3,Yes,4,66,7.67,DSL,69,Yes,Yes,Yes,63.85,0.0,0,506.21999999999997,4770.820000000001
Female,No,No,Yes,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,1070.7,0,4759,No,Yes,0,5,Yes,6,17,47.59,DSL,25,Yes,No,Yes,61.95,0.0,0,809.0300000000001,1879.73
Female,No,No,Yes,No,No,Yes,No,Yes,No,One year,No,Electronic check,1045.25,0,4033,Yes,No,0,4,No,0,19,24.35,Cable,69,No,No,Yes,58.2,0.0,0,462.65000000000003,1507.9
Female,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),3003.55,0,4898,Yes,No,0,4,No,0,36,13.9,Cable,73,Yes,Yes,No,85.85,0.0,0,500.40000000000003,3503.9500000000003
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),7537.5,0,4927,Yes,Yes,2,3,Yes,9,72,41.18,Fiber Optic,52,Yes,Yes,Yes,104.9,0.0,0,2964.96,10502.46
Male,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,3343.15,0,5626,No,No,0,5,No,0,34,35.0,Fiber Optic,12,No,No,Yes,99.85,0.0,0,1190.0,4533.15
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,7028.5,0,5902,No,No,0,5,No,0,69,1.85,Fiber Optic,13,Yes,Yes,Yes,104.0,0.0,0,127.65,7156.15
Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,5232.9,0,6100,No,Yes,0,3,Yes,7,50,20.79,Fiber Optic,7,No,Yes,Yes,104.4,0.0,0,1039.5,6272.4
Female,No,No,No,No phone service,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),3370.2,0,5460,No,Yes,0,3,Yes,8,70,0.0,Cable,26,Yes,Yes,Yes,49.85,0.0,0,0.0,3370.2
Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7111.3,0,5780,No,No,0,4,No,0,64,22.86,Fiber Optic,24,Yes,No,Yes,108.95,0.0,0,1463.04,8574.34
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5958.85,0,4082,No,Yes,0,3,Yes,9,66,36.36,Cable,3,Yes,Yes,Yes,89.9,0.0,0,2399.7599999999998,8358.61
Female,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5999.85,0,5770,No,Yes,0,3,No,0,71,38.22,DSL,23,Yes,Yes,Yes,82.0,0.0,0,2713.62,8713.470000000001
Male,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1648.45,0,4812,No,No,0,4,No,0,20,48.46,Fiber Optic,23,No,No,Yes,89.95,0.0,0,969.2,2617.65
Male,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),5753.25,0,4278,No,Yes,0,3,Yes,2,72,29.8,DSL,14,Yes,Yes,No,79.35,0.0,40,2145.6,7938.85
Female,No,No,Yes,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),4492.9,0,4374,No,Yes,0,4,Yes,10,71,4.71,DSL,29,Yes,No,Yes,64.05,0.0,0,334.41,4827.3099999999995
Male,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3956.7,0,3738,No,Yes,1,3,Yes,9,38,24.22,Fiber Optic,14,No,Yes,Yes,101.15,0.0,0,920.3599999999999,4877.0599999999995
Male,No,No,No,No phone service,No,Yes,No,Yes,No,One year,Yes,Electronic check,1309.0,0,2855,No,No,0,4,No,0,33,0.0,DSL,30,No,No,Yes,39.1,0.0,0,0.0,1309.0
Female,No,No,No,No phone service,Yes,No,No,No,No,Two year,No,Mailed check,813.45,0,4445,Yes,Yes,0,4,Yes,10,23,0.0,DSL,42,Yes,No,Yes,34.6,0.0,0,0.0,813.45
Female,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7349.35,0,5004,No,Yes,0,4,Yes,3,70,39.34,Fiber Optic,13,Yes,No,Yes,104.45,0.0,0,2753.8,10103.150000000001
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,294.2,0,2896,No,Yes,0,5,Yes,2,4,28.47,Fiber Optic,5,No,No,No,70.5,0.0,10,113.88,418.08
Male,No,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,3883.3,0,6092,No,No,0,4,No,0,54,27.62,Cable,24,Yes,No,Yes,69.9,0.0,0,1491.48,5374.780000000001
Male,No,No,Yes,Yes,No,Yes,No,No,No,Two year,No,Mailed check,1414.2,0,3464,No,Yes,0,5,Yes,6,23,13.79,Cable,17,Yes,No,Yes,59.7,0.0,0,317.16999999999996,1731.37
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3211.2,0,2894,Yes,Yes,0,3,Yes,8,41,18.84,Cable,26,No,No,Yes,78.35,0.0,0,772.4399999999999,3983.64
Male,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,371.6,0,5171,No,No,0,4,No,0,5,17.13,Fiber Optic,9,No,No,Yes,71.45,0.0,0,85.64999999999999,457.25
Male,No,No,No,No phone service,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),1246.4,0,2068,Yes,Yes,0,4,Yes,3,27,0.0,DSL,27,No,Yes,No,45.85,0.0,30,0.0,1276.4
Female,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,0,3270,No,No,0,4,No,0,1,2.7,Fiber Optic,14,Yes,Yes,Yes,95.85,0.0,0,2.7,98.55
Female,No,No,No,No phone service,Yes,No,No,No,No,Two year,No,Credit card (automatic),2545.7,0,5655,No,Yes,0,3,Yes,5,67,0.0,Cable,30,Yes,No,Yes,35.7,0.0,0,0.0,2545.7
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6448.85,0,4993,No,Yes,0,3,Yes,4,72,5.77,DSL,24,Yes,No,Yes,89.55,0.0,0,415.43999999999994,6864.29
Female,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6690.75,0,5469,No,Yes,0,4,No,0,66,28.06,Fiber Optic,20,No,No,Yes,100.8,0.0,0,1851.9599999999998,8542.71
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),7240.65,0,5268,No,Yes,0,5,Yes,3,69,14.69,Fiber Optic,6,Yes,Yes,No,105.35,0.0,50,1013.61,8304.26
Male,No,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1588.7,0,2613,No,Yes,2,4,Yes,6,30,12.49,DSL,19,No,No,Yes,54.45,0.0,0,374.7,1963.4
Female,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,829.3,0,5541,No,No,0,3,No,0,11,47.61,DSL,12,Yes,Yes,Yes,70.5,0.0,0,523.71,1353.01
Male,No,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,712.25,0,2288,No,No,0,3,No,0,11,16.14,DSL,8,No,Yes,Yes,69.35,0.0,0,177.54000000000002,889.79
Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),5360.75,0,5590,No,Yes,0,4,Yes,7,72,5.27,DSL,9,Yes,No,No,74.4,0.0,140,379.43999999999994,5880.19
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),6735.05,0,4988,No,Yes,0,3,Yes,10,72,1.34,Fiber Optic,30,Yes,No,Yes,93.05,0.0,0,96.48,6831.53
Female,No,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.2,0,3699,No,No,3,3,No,0,1,2.98,Cable,26,No,No,Yes,51.2,0.0,0,2.98,54.18
Female,No,No,Yes,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),1010.0,0,2976,Yes,No,0,3,No,0,15,20.11,Cable,73,Yes,Yes,Yes,65.6,0.0,0,301.65,1311.65
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),4847.05,0,4159,No,No,0,5,No,0,60,16.11,Cable,18,Yes,Yes,Yes,80.55,0.0,0,966.5999999999999,5813.65
Male,No,No,Yes,No,Yes,No,Yes,No,No,One year,No,Mailed check,3019.7,0,4753,No,No,0,3,No,0,56,21.61,Cable,27,No,No,Yes,52.7,0.0,0,1210.1599999999999,4229.86
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2583.75,0,5224,Yes,Yes,0,4,Yes,6,49,28.42,DSL,41,No,Yes,No,52.15,0.0,50,1392.5800000000002,4026.33
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7711.25,0,4511,No,No,0,3,No,0,70,14.63,Fiber Optic,30,Yes,Yes,Yes,114.95,0.0,0,1024.1000000000001,8735.35
Male,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5481.25,0,5490,No,Yes,0,3,Yes,5,52,39.0,Fiber Optic,11,Yes,No,Yes,104.45,0.0,0,2028.0,7509.25
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8124.2,0,6469,Yes,Yes,0,3,Yes,6,72,24.85,Fiber Optic,47,Yes,Yes,Yes,113.65,0.0,0,1789.2,9913.4
Female,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3673.6,0,5742,No,No,0,3,No,0,40,44.14,Fiber Optic,23,No,No,Yes,91.55,0.0,0,1765.6,5439.2
Male,No,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.85,0,5323,No,No,3,4,No,0,1,42.55,DSL,25,No,No,Yes,49.85,0.0,0,42.55,92.4
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,4495.65,0,2944,No,Yes,0,4,Yes,10,44,20.83,Fiber Optic,9,Yes,No,Yes,104.15,0.0,0,916.52,5412.17
Female,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,340.35,0,5525,No,No,0,3,No,0,7,10.53,DSL,21,No,No,Yes,48.2,0.0,0,73.71,414.06
Female,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),908.55,0,5157,No,No,0,4,No,0,8,39.86,Fiber Optic,23,Yes,Yes,Yes,100.15,0.0,0,318.88,1227.4299999999998
Male,No,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,157.55,0,4648,Yes,No,1,4,No,0,3,33.28,Cable,69,No,Yes,Yes,55.9,0.0,0,99.84,257.39
Male,Yes,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),581.7,0,4537,No,Yes,0,5,Yes,7,8,25.57,Cable,12,Yes,Yes,Yes,64.4,0.0,0,204.56,786.26
Female,No,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,420.45,0,2689,No,No,0,4,No,0,5,45.74,Fiber Optic,30,No,No,No,85.3,0.0,10,228.70000000000002,659.15
Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,7576.7,0,5246,No,Yes,2,4,Yes,6,72,2.71,Fiber Optic,20,Yes,Yes,Yes,107.45,0.0,0,195.12,7771.82
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4965.0,0,5907,Yes,Yes,0,3,Yes,5,54,29.66,Cable,76,Yes,Yes,Yes,91.3,0.0,0,1601.64,6566.64
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6151.9,0,6450,No,Yes,0,4,Yes,2,72,10.97,DSL,30,Yes,Yes,Yes,85.95,0.0,0,789.84,6941.74
Male,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,0,4576,No,No,0,3,No,0,1,49.34,DSL,15,No,No,Yes,45.2,0.0,0,49.34,94.54
Male,No,Yes,Yes,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),5420.65,0,4072,No,Yes,1,4,Yes,5,69,21.56,Fiber Optic,17,No,No,Yes,79.2,0.0,0,1487.6399999999999,6908.289999999999
Female,No,No,Yes,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),2627.35,0,4975,No,No,0,4,No,0,48,13.03,DSL,5,No,No,Yes,55.5,0.0,0,625.4399999999999,3252.79
Female,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,743.75,0,4969,No,Yes,0,3,Yes,4,8,9.88,Fiber Optic,4,Yes,Yes,No,90.25,0.0,0,79.04,822.79
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6589.6,0,5529,No,Yes,0,3,Yes,7,71,46.53,DSL,3,Yes,Yes,Yes,91.25,0.0,0,3303.63,9893.23
Male,No,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6733.15,0,4078,No,Yes,0,3,Yes,8,67,31.41,Fiber Optic,23,No,Yes,Yes,100.9,0.0,0,2104.47,8837.619999999999
Male,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3410.0,0,5789,Yes,Yes,2,3,Yes,9,34,42.74,Fiber Optic,52,No,Yes,Yes,97.7,0.0,0,1453.16,4863.16
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,199.85,0,4764,No,No,0,5,No,0,3,34.76,Fiber Optic,21,No,No,Yes,69.85,0.0,0,104.28,304.13
Female,No,No,Yes,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,593.3,0,2205,No,Yes,0,3,Yes,2,9,42.39,Cable,16,Yes,No,Yes,65.6,0.0,0,381.51,974.81
Male,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),7288.4,0,6101,Yes,Yes,3,4,Yes,1,71,14.14,Fiber Optic,59,No,Yes,Yes,104.65,0.0,0,1003.94,8292.34
Male,No,No,Yes,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),5229.8,0,5076,No,No,0,5,No,0,57,30.77,Fiber Optic,10,Yes,No,No,90.45,0.0,70,1753.8899999999999,7053.6900000000005
Male,No,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4464.8,0,4921,No,No,0,3,No,0,72,0.0,Cable,14,Yes,Yes,Yes,63.7,0.0,0,0.0,4464.8
Female,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5068.05,0,3847,No,Yes,3,3,Yes,6,48,13.4,Fiber Optic,75,Yes,Yes,Yes,104.5,0.0,0,643.2,5711.25
Male,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4451.85,0,3927,Yes,Yes,2,5,No,0,43,22.83,Fiber Optic,47,Yes,Yes,Yes,104.3,0.0,0,981.6899999999999,5433.54
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6688.95,0,5197,No,Yes,0,3,Yes,2,72,1.72,Cable,7,Yes,Yes,Yes,93.25,0.0,0,123.84,6812.79
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2661.1,0,4719,No,Yes,0,4,Yes,10,35,13.39,DSL,20,Yes,Yes,Yes,73.45,0.0,0,468.65000000000003,3129.75
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),7030.65,0,4080,No,Yes,2,4,Yes,5,71,36.5,Fiber Optic,19,No,No,Yes,100.5,0.0,0,2591.5,9622.15
Male,No,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1020.2,0,2004,No,Yes,1,5,Yes,9,11,38.48,Fiber Optic,19,No,Yes,Yes,90.6,0.0,0,423.28,1443.48
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5597.65,0,5004,No,Yes,0,3,Yes,6,63,44.55,DSL,29,Yes,Yes,Yes,89.4,0.0,0,2806.6499999999996,8404.3
Female,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6223.3,0,4168,No,No,0,4,No,0,65,32.41,Fiber Optic,21,No,No,Yes,95.45,0.0,0,2106.6499999999996,8329.95
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),7789.6,0,4807,Yes,Yes,0,4,Yes,2,72,11.85,Fiber Optic,82,Yes,Yes,Yes,109.15,0.0,0,853.1999999999999,8642.800000000001
Female,Yes,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2067.0,0,3935,No,Yes,0,3,Yes,4,26,46.24,Fiber Optic,4,No,No,Yes,85.7,0.0,0,1202.24,3269.24
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3452.55,0,3199,No,Yes,0,5,Yes,1,35,45.13,Fiber Optic,10,No,Yes,Yes,102.05,0.0,0,1579.5500000000002,5032.1
Female,No,No,Yes,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,5468.95,0,4507,No,No,0,4,No,0,57,38.94,Fiber Optic,7,Yes,Yes,Yes,94.7,0.0,0,2219.58,7688.53
Male,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,1802.15,0,2434,No,Yes,2,3,Yes,2,28,9.31,DSL,19,No,Yes,Yes,64.4,0.0,0,260.68,2062.83
Female,No,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),3021.45,0,3404,No,Yes,0,4,Yes,1,47,6.56,DSL,11,No,No,No,66.05,0.0,40,308.32,3369.77
Female,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),3687.85,0,4491,No,Yes,1,3,Yes,3,57,1.54,DSL,15,Yes,No,Yes,65.2,0.0,0,87.78,3775.63
Male,Yes,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1391.15,0,3739,No,Yes,0,4,Yes,6,16,48.41,Fiber Optic,6,No,No,Yes,85.05,0.0,0,774.56,2165.71
Male,No,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,274.35,0,2612,Yes,No,0,3,No,0,5,41.29,DSL,51,No,No,Yes,55.8,0.0,0,206.45,480.8
Female,No,Yes,No,No phone service,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),2196.3,0,5269,No,Yes,3,3,Yes,3,48,0.0,DSL,22,No,Yes,Yes,45.0,0.0,0,0.0,2196.3
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),7843.55,0,5782,No,Yes,0,3,Yes,8,68,23.14,Fiber Optic,21,Yes,Yes,Yes,114.9,0.0,0,1573.52,9417.07
Female,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3211.9,0,5503,Yes,No,0,4,No,0,30,42.49,Fiber Optic,73,Yes,Yes,No,106.4,0.0,60,1274.7,4546.6
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,130.15,0,4047,No,Yes,0,4,Yes,2,3,2.66,DSL,7,No,No,Yes,46.1,0.0,0,7.98,138.13
Female,Yes,No,No,No phone service,Yes,No,Yes,No,No,Two year,No,Mailed check,692.35,0,3162,No,No,0,4,No,0,14,0.0,DSL,24,Yes,No,Yes,39.7,0.0,0,0.0,692.35
Female,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),6849.4,0,4865,No,Yes,2,5,Yes,9,71,27.26,Fiber Optic,12,No,Yes,Yes,95.75,0.0,0,1935.46,8784.86
Male,No,Yes,No,No phone service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2117.2,0,6495,Yes,Yes,1,3,Yes,3,61,0.0,DSL,76,No,No,No,33.6,0.0,110,0.0,2227.2
Male,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),6565.85,0,4461,No,Yes,3,3,Yes,7,72,8.51,Fiber Optic,24,Yes,No,Yes,90.45,0.0,0,612.72,7178.570000000001
Female,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,424.75,0,4456,Yes,No,0,4,No,0,5,48.49,Fiber Optic,85,No,No,Yes,84.0,0.0,0,242.45000000000002,667.2
Female,No,No,Yes,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),3306.85,0,5075,No,No,0,3,No,0,49,20.45,Cable,23,Yes,No,Yes,67.4,0.0,0,1002.05,4308.9
Male,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,253.8,0,4203,No,No,0,5,No,0,3,49.63,Fiber Optic,26,No,Yes,Yes,80.35,0.0,0,148.89000000000001,402.69000000000005
Male,No,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),3838.2,0,6005,No,Yes,2,4,Yes,1,67,10.9,Cable,26,No,No,No,54.2,0.0,10,730.3000000000001,4578.5
